61label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
rock,0.6690397262573242,0.6594821214675903,-8.293351356769563e-07,0.5600333213806152,0.6431032419204712,-0.03843117132782936,0.47077372670173645,0.6094946265220642,-0.06775657832622528,0.428631067276001,0.5968319177627563,-0.09460224211215973,0.4733852446079254,0.6119824051856995,-0.11588232964277267,0.5268822312355042,0.45132115483283997,-0.04439302906394005,0.46940746903419495,0.5441579818725586,-0.08534981310367584,0.5008094906806946,0.5996184945106506,-0.10675038397312164,0.5274510979652405,0.5953007340431213,-0.12095902860164642,0.5883861780166626,0.4543142020702362,-0.05055152252316475,0.5187368988990784,0.5729361176490784,-0.08965611457824707,0.5500655174255371,0.617718517780304,-0.09394611418247223,0.5753087401390076,0.6043791174888611,-0.09440691769123077,0.6451961994171143,0.48448604345321655,-0.06295591592788696,0.5782433748245239,0.5994909405708313,-0.0959564819931984,0.6010538935661316,0.6328755021095276,-0.08348262310028076,0.6221026182174683,0.6157331466674805,-0.07132771611213684,0.6948673129081726,0.5267220735549927,-0.08066839724779129,0.638286292552948,0.6109310984611511,-0.0953419953584671,0.6471089720726013,0.6319582462310791,-0.08594267070293427,0.6640386581420898,0.6169224381446838,-0.07639256864786148
rock,0.6594253182411194,0.3683350384235382,-4.885463340542628e-07,0.7400376200675964,0.37927284836769104,-0.005088455975055695,0.81721229553223,0.38456374406814575,-0.016728298738598824,0.8609068989753723,0.4037349820137024,-0.03143398091197014,0.8553737998008728,0.4183364808559418,-0.04228542372584343,0.8460313081741333,0.2795276939868927,-0.010495815426111221,0.8900991082191467,0.3668766915798187,-0.03697022423148155,0.8523895740509033,0.3833141326904297,-0.05476001277565956,0.8324304223060608,0.3690106272697449,-0.06834836304187775,0.8127641081809998,0.2778276205062866,-0.02461615391075611,0.8495644927024841,0.3837541341781616,-0.04662907123565674,0.8117549419403076,0.38734784722328186,-0.05350391939282417,0.7972095608711243,0.3663851320743561,-0.06046605482697487,0.7749065160751343,0.2923661768436432,-0.04094575345516205,0.8084297776222229,0.39461174607276917,-0.055767722427845,0.7783492803573608,0.3915889859199524,-0.05294825881719589,0.7672833204269409,0.3677247166633606,-0.05285334959626198,0.7386593818664551,0.31538498401641846,-0.05967208370566368,0.7700335383415222,0.39628008008003235,-0.06552533060312271,0.748116135597229,0.39268988370895386,-0.06240888312458992,0.7330746650695801,0.3697412610054016,-0.06135650724172592
rock,0.38666585087776184,0.6819205284118652,7.139246083198714e-09,0.5630183219909668,0.6203214526176453,-0.05190221592783928,0.7437686920166016,0.5252195000648499,-0.06858544796705246,0.7970641255378723,0.4032934010028839,-0.086576446890831,0.720719575881958,0.3353712260723114,-0.0919729620218277,0.6689754128456116,0.33125558495521545,0.0063363718800246716,0.7586030960083008,0.25542667508125305,-0.0667635127902031,0.7228536009788513,0.36672067642211914,-0.09477867186069489,0.6602890491485596,0.4204854667186737,-0.09764503687620163,0.5586450099945068,0.28860679268836975,-0.005147180519998074,0.648026168346405,0.19932079315185547,-0.09457310289144516,0.599861204624176,0.3732340335845947,-0.1162203848361969,0.5569925308227539,0.424470990896225,-0.10285156965255737,0.4394931495189667,0.2794416844844818,-0.02904018759727478,0.5195851922035217,0.2022717446088791,-0.12790752947330475,0.4952285885810852,0.3741145431995392,-0.10294835269451141,0.45662495493888855,0.41705387830734253,-0.05451295152306557,0.299647718667984,0.2909192442893982,-0.055390335619449615,0.38686469197273254,0.23643794655799866,-0.11306895315647125,0.3947642743587494,0.3546259105205536,-0.07632160931825638,0.3661711513996124,0.391847163438797,-0.02950703538954258
rock,0.2578515410423279,0.7806092500686646,-1.3334021105038119e-06,0.42605534195899963,0.6313591599464417,0.02983979508280754,0.4734898805618286,0.49763548374176025,0.02720702812075615,0.5079493522644043,0.40685346722602844,0.007316299714148045,0.5281972885131836,0.33670511841773987,-0.0030715118627995253,0.2833654284477234,0.31263700127601624,0.0546785369515419,0.5149895548820496,0.3176940679550171,-0.0015215113526210189,0.5202229619026184,0.41738617420196533,-0.042515870183706284,0.4695194959640503,0.46038898825645447,-0.0698104053735733,0.2613345980644226,0.309429407119751,0.006353783421218395,0.5367949604988098,0.3303416073322296,-0.04651420935988426,0.5141285061836243,0.45356038212776184,-0.05781565234065056,0.43973129987716675,0.48882371187210083,-0.05829427018761635,0.2674437165260315,0.34114977717399597,-0.04841947555541992,0.5334733724594116,0.3761506676673889,-0.09557964652776718,0.5052921772003174,0.4950127601623535,-0.07955003529787064,0.43011707067489624,0.5172590017318726,-0.062072452157735825,0.29415252804756165,0.3966822028160095,-0.10393655300140381,0.4993070065975189,0.4256342053413391,-0.12639760971069336,0.4835587739944458,0.5098147988319397,-0.10806982219219208,0.4214239716529846,0.5243722200393677,-0.09129195660352707
rock,0.2986270487308502,0.4177720844745636,-9.458041176912957e-07,0.38421839475631714,0.44082942605018616,-0.0688430666923523,0.4789617359638214,0.452313631772995,-0.12457598000764847,0.5256583094596863,0.43775931000709534,-0.17660081386566162,0.47771337628364563,0.40221643447875977,-0.22053824365139008,0.5367386937141418,0.21196593344211578,-0.08320249617099762,0.5491747260093689,0.32630637288093567,-0.1593066155910492,0.49207061529159546,0.37396249175071716,-0.20116232335567474,0.46626290678977966,0.3529287576675415,-0.22614841163158417,0.4595984220504761,0.17256872355937958,-0.0859256386756897,0.46050968766212463,0.33178624510765076,-0.15078063309192657,0.4123649001121521,0.3901616930961609,-0.16479770839214325,0.40722405910491943,0.3601522743701935,-0.17062810063362122,0.3779614269733429,0.16750510036945343,-0.09790733456611633,0.3735634386539459,0.3283664584159851,-0.1525576412677765,0.3427911400794983,0.37838685512542725,-0.14231657981872559,0.34078556299209595,0.3479887545108795,-0.13103637099266052,0.2952316403388977,0.1764782965183258,-0.11908063292503357,0.2967349588871002,0.30662116408348083,-0.15154306590557098,0.2882060706615448,0.3526276648044586,-0.14719663560390472,0.294674277305603,0.33559659123420715,-0.13886110484600067
rock,0.28049877285957336,0.3442806601524353,-3.4309169905100134e-07,0.40370121598243713,0.3723026216030121,-0.04392774775624275,0.5059089064598083,0.40256813168525696,-0.08588722348213196,0.5421357750892639,0.4476567506790161,-0.1264268010854721,0.48598241806030273,0.4818454682826996,-0.16396115720272064,0.5162957310676575,0.21417656540870667,-0.0830831304192543,0.5234161615371704,0.3952445685863495,-0.13873930275440216,0.47945481538772583,0.40189793705940247,-0.17724233865737915,0.4640149772167206,0.3552822470664978,-0.2084643542766571,0.42761752009391785,0.2013348639011383,-0.09632173180580139,0.4434944987297058,0.4105556607246399,-0.1433017998933792,0.41380059719085693,0.3960219919681549,-0.15807121992111206,0.41195544600486755,0.3436632454395294,-0.17616799473762512,0.34220701456069946,0.22145427763462067,-0.11363689601421356,0.3640807867050171,0.4207584857940674,-0.14743348956108093,0.3430897891521454,0.3980429768562317,-0.14236745238304138,0.3432948589324951,0.34306567907333374,-0.1430521458387375,0.2666254937648773,0.25579553842544556,-0.1386094093322754,0.29941442608833313,0.4103907346725464,-0.16275501251220703,0.2975890040397644,0.3967720568180084,-0.16420862078666687,0.29413944482803345,0.35523536801338196,-0.16740909218788147
rock,0.2425788938999176,0.25057992339134216,8.484169029543409e-07,0.3712027072906494,0.2807384431362152,-0.008505548350512981,0.4864586889743805,0.38460615277290344,-0.05273178219795227,0.553556501865387,0.48586589097976685,-0.09727324545383453,0.6151152849197388,0.5522392392158508,-0.1377900391817093,0.539840579032898,0.39342644810676575,-0.1559850573539734,0.5866730809211731,0.6133179664611816,-0.2375410497188568,0.5281612277030945,0.7167612314224243,-0.24895356595516205,0.46492716670036316,0.738028347492218,-0.23594766855239868,0.459706574678421,0.38767945766448975,-0.18739064037799835,0.5033860802650452,0.6464573740959167,-0.2650994062423706,0.4409920871257782,0.7315512299537659,-0.24109376966953278,0.3893064260482788,0.735766589641571,-0.20410849153995514,0.3582710921764374,0.39607346057891846,-0.2159276008605957,0.4006032645702362,0.6382604241371155,-0.2768033742904663,0.3661782443523407,0.7145705819129944,-0.22609832882881165,0.33024269342422485,0.7154640555381775,-0.17094756662845612,0.25144651532173157,0.40756744146347046,-0.24406705796718597,0.29001617431640625,0.5920864939689636,-0.279165118932724,0.30191636085510254,0.6730129718780518,-0.2470063716173172,0.3047025799751282,0.7034504413604736,-0.20707595348358154
rock,0.6098683476448059,0.4860004782676697,-1.9694728337071865e-07,0.6861686110496521,0.46259358525276184,0.00973750464618206,0.7212252616882324,0.4219370484352112,0.01920245587825775,0.7411704659461975,0.3862948417663574,0.016208501532673836,0.74852454662323,0.3499544858932495,0.015788927674293518,0.6699752807617188,0.3556932210922241,0.06918568909168243,0.7167567014694214,0.31914222240448,0.052212491631507874,0.7469213008880615,0.34331372380256653,0.0314863920211792,0.7462262511253357,0.376664400100708,0.0235864520072937,0.6624658703804016,0.3366227149963379,0.05318514630198479,0.722748875617981,0.2947305738925934,0.031683407723903656,0.7476621866226196,0.33337539434432983,0.008362693712115288,0.7371479868888855,0.3754076063632965,0.0003805911692325026,0.6511266827583313,0.3161616623401642,0.030902782455086708,0.7144340872764587,0.2698412835597992,0.005174675490707159,0.736464262008667,0.3167921304702759,-0.009188998490571976,0.7205110192298889,0.3612762689590454,-0.007978225126862526,0.6332399845123291,0.2976198196411133,0.008706397376954556,0.6928107738494873,0.25093913078308105,-0.005967737175524235,0.7168429493904114,0.28186848759651184,-0.0047011650167405605,0.7093582153320312,0.32329022884368896,0.002406747080385685
rock,0.31365862488746643,0.556697428226471,7.125206735736356e-08,0.47582441568374634,0.5681372880935669,-0.04388539865612984,0.6288867592811584,0.6670972108840942,-0.10372501611709595,0.7111852169036865,0.8018521666526794,-0.14553852379322052,0.6883826851844788,0.9056739807128906,-0.17571556568145752,0.551874041557312,0.6149060130119324,-0.24585939943790436,0.6441361904144287,0.8793256878852844,-0.3118297755718231,0.6421884894371033,0.8989612460136414,-0.29944247007369995,0.6277233958244324,0.8545051217079163,-0.2759217321872711,0.43123236298561096,0.6597443222999573,-0.2488253265619278,0.552186131477356,0.9501549005508423,-0.3293662369251251,0.5459418296813965,0.9322396516799927,-0.29487383365631104,0.5188891887664795,0.8607820272445679,-0.2541675567626953,0.32198479771614075,0.7182125449180603,-0.2424381673336029,0.43977057933807373,0.9891446828842163,-0.2893677353858948,0.4471017122268677,0.9773505926132202,-0.22981342673301697,0.4291866719722748,0.9206779599189758,-0.1784849762916565,0.23040235042572021,0.774613082408905,-0.23676873743534088,0.331425279378891,0.9707536101341248,-0.25562191009521484,0.34872516989707947,0.9613709449768066,-0.21749989688396454,0.33514586091041565,0.9110316038131714,-0.18575423955917358
rock,0.555269181728363,0.7178502678871155,-6.581104798897286e-07,0.6561002731323242,0.7110093832015991,0.03311942517757416,0.7176169753074646,0.6710850596427917,0.05244401842355728,0.7674180269241333,0.6296473145484924,0.05213839188218117,0.7915090322494507,0.5764690637588501,0.05541834980249405,0.6605015397071838,0.5617329478263855,0.11078085005283356,0.7179431915283203,0.5070615410804749,0.09162774682044983,0.7224231958389282,0.5581811666488647,0.07272996753454208,0.6873375177383423,0.5956031084060669,0.06872032582759857,0.6465834975242615,0.5391042828559875,0.07955076545476913,0.7247462272644043,0.5022755265235901,0.04896092414855957,0.7040727138519287,0.5803905725479126,0.026108698919415474,0.6486258506774902,0.6108039617538452,0.024672800675034523,0.6290751099586487,0.5125422477722168,0.04137596860527992,0.7124968767166138,0.4715902805328369,0.0034830302465707064,0.6880056858062744,0.5593459010124207,0.0030754313338547945,0.632795512676239,0.5931590795516968,0.02028161846101284,0.6027307510375977,0.4858071208000183,0.005337877664715052,0.6766080260276794,0.4396377503871918,-0.013714433647692204,0.6744863390922546,0.49858295917510986,0.002217549365013838,0.6396682262420654,0.5356201529502869,0.023822451010346413
